,YEAR,PLAYER,POS,BODY_FAT_%,HAND_LENGTH_(INCHES),HAND_WIDTH_(INCHES),HEIGHT_W/O_SHOES,HEIGHT_W/_SHOES,STANDING_REACH,WEIGHT_(LBS),WINGSPAN,LANE_AGILITY_TIME_(SECONDS),SHUTTLE_RUN_(SECONDS),THREE_QUARTER_SPRINT_(SECONDS),STANDING_VERTICAL_LEAP_(INCHES),MAX_VERTICAL_LEAP_(INCHES),MAX_BENCH_PRESS_(REPETITIONS),player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed: 64,Unnamed: 65
369,2015,Chris Walker,PF,5.1,9.0,9.0,80.75,81.25,108.0,208.0,86.75,11.25,3.41,3.35,30.5,37.0,6.0,Chris Walker,Florida,SEC,31,34.0,90.8,20.5,53.8,51.82,11.0,18.7,1.0,21.9,17,44,0.386,64,116,0.552,0,3,0.0,9.4,1.4,37.0,So,10-Jun,23,0.576244,96.8838,5.6,2015,33120,all,98.8,0.06248183,52.0,78.0,12.0,38.0,0.6667,0.3158,20.0,20.0,1.0,,91.1054,85.9129,2.08237,92.7267,1.02045,-3.80222,4.82268,0.875533,14.5806,-2.38959,3.26512,1.3226,2.1613,3.4839,0.0645,0.3226,1.1613,4.6774,C,0.420794
370,2015,Dez Wells,SG,8.1,8.75,9.75,75.0,76.0,100.5,208.8,81.5,10.56,3.05,3.2,31.5,39.0,15.0,Dez Wells,Maryland,B10,28,58.9,101.7,31.0,50.3,55.91,5.6,14.5,24.6,22.2,104,129,0.806,122,268,0.455,25,49,0.51,1.6,2.2,40.7,Sr,5-Jun,44,3.61581,120.869,3.1,2015,25448,all,89.4,0.83696014,73.0,106.0,49.0,163.0,0.6887,0.3006,15.0,18.0,0.8333,,95.9211,90.2456,3.78817,158.871,4.56027,2.06986,2.49041,5.42574,29.6429,3.54902,1.87672,1.2857,4.0,5.2857,2.75,1.0357,0.4286,15.1071,Wing G,3.65706
371,2015,Alan Williams,PF,12.0,8.5,9.5,79.25,80.25,106.5,261.4,85.75,12.26,3.54,3.5,25.5,28.5,8.0,Alan Williams,UC Santa Barbara,BW,24,63.2,106.1,30.7,45.6,52.04,12.4,32.0,11.9,12.7,122,161,0.758,150,326,0.46,0,3,0.0,6.4,2.1,48.9,Sr,7-Jun,15,4.22675,122.944,3.5,2015,23020,all,,0.88238592,57.0,97.0,93.0,229.0,0.5876,0.4061,4.0,4.0,1.0,,91.4652,90.4873,4.1563,194.622,5.16442,1.29561,3.86882,6.77639,32.5769,4.97343,1.80295,3.3077,8.5385,11.8462,1.7308,1.1923,1.8077,17.2692,PF/C,0.238887
372,2015,Justise Winslow,SF,5.3,8.5,9.25,76.5,78.5,104.5,221.8,82.25,,,,,,,Justise Winslow,Duke,ACC,39,72.3,112.2,22.4,55.1,57.2,5.4,19.8,13.2,16.8,100,156,0.641,127,246,0.516,46,110,0.418,2.9,2.8,43.8,Fr,6-Jun,12,3.7048,122.324,3.8,2015,38640,all,97.6,1.15495747,112.0,163.0,15.0,85.0,0.6871,0.1765,24.0,25.0,0.96,10.0,92.0154,85.5702,4.19758,246.908,9.53879,4.7201,4.8187,9.03031,29.1026,4.83748,4.19282,1.2564,5.2051,6.4615,2.1026,1.3333,0.8718,12.6154,Wing G,5.83216
373,2015,Christian Wood,PF,14.7,9.25,10.75,81.25,82.5,111.5,216.0,87.25,,,,,,,Christian Wood,UNLV,MWC,32,81.5,105.3,26.5,52.5,56.56,10.4,22.7,8.5,17.2,114,156,0.731,155,279,0.556,25,88,0.284,8.0,0.6,42.5,So,10-Jun,5,3.64108,117.603,3.2,2015,29282,all,90.4,0.5443001,101.0,151.0,54.0,127.0,0.6689,0.4252,57.0,59.0,0.9661,,94.0666,93.1696,3.87095,225.504,4.05841,1.43628,2.62213,4.3575,32.6667,3.39767,0.95983,2.8485,7.1212,9.9697,1.303,0.3333,2.7273,15.7273,PF/C,5.13674
374,2015,Delon Wright,PG,6.6,8.0,8.5,76.25,77.5,101.5,181.4,79.5,11.16,3.5,3.29,29.5,31.0,4.0,Delon Wright,Utah,P12,34,83.7,125.2,24.2,54.5,61.66,4.1,13.6,32.8,15.4,152,182,0.835,135,246,0.549,26,73,0.356,3.2,3.9,57.1,Sr,5-Jun,55,6.04319,137.443,1.7,2015,31100,all,,2.61758206,101.0,149.0,34.0,98.0,0.6779,0.3469,17.0,18.0,0.9444,20.0,87.5652,83.3382,5.1177,237.663,14.4311,7.9039,6.52721,14.7263,33.2857,8.27648,6.44984,0.9714,3.9714,4.9429,5.0857,2.0857,0.9714,14.5429,Scoring PG,4.0533
375,2014,Jordan Adams,SG,10.8,8.5,7.5,75.5,76.75,102.0,208.8,82.0,12.13,3.05,3.5,24.5,29.5,,Jordan Adams,UCLA,P12,36,72.6,121.5,25.7,54.5,60.33,7.5,13.1,14.7,11.0,158,189,0.836,156,283,0.551,52,146,0.356,0.6,5.0,44.1,So,5-Jun,3,4.99943,135.62,2.9,2014,25494,all,87.4,1.55553341,93.0,131.0,63.0,155.0,0.7099,0.4065,0.0,0.0,,22.0,95.7886,91.6561,3.96598,243.718,10.5718,7.71719,2.85457,10.6227,30.0556,7.15897,3.46376,1.8611,3.4722,5.3333,2.3333,2.6389,0.1389,17.3889,Wing G,7.68808
376,2014,Kyle Anderson,SF,13.35,8.25,8.75,79.5,80.5,107.5,230.1,86.75,,,,,,,Kyle Anderson,Delaware,CAA,23,64.9,95.9,23.8,45.7,48.88,1.7,11.3,14.3,14.5,46,56,0.821,62,143,0.434,54,170,0.318,1.1,1.3,17.9,Sr,3-Jun,13,1.5924,99.0155,2.6,2015,21469,all,,1.02223355,35.0,57.0,27.0,86.0,0.614,0.314,4.0,4.0,1.0,,109.864,110.302,2.00042,123.94,-1.39112,0.717282,-2.1084,-1.97716,34.2609,0.00558164,-1.98274,0.5217,3.4783,4.0,2.0,0.7391,0.3478,14.4348,Wing G,13.0238
377,2014,Jordan Bachynski,PF,7.45,9.25,10.0,85.25,86.0,108.5,254.1,88.0,12.15,3.03,3.36,29.0,33.0,,Jordan Bachynski,Arizona St.,P12,33,75.8,110.6,18.7,54.5,58.96,8.2,20.8,3.4,14.5,113,163,0.693,133,244,0.545,0,0,0.0,12.3,0.7,66.8,Sr,2-Jul,13,2.68614,113.202,3.9,2014,18211,all,42.6,0.35421109,97.0,149.0,36.0,94.0,0.651,0.383,41.0,45.0,0.9111,,92.6606,88.7416,4.33717,237.214,6.0673,-0.960172,7.02747,5.74475,30.9091,1.04336,4.70139,2.1515,6.0909,8.2424,0.5152,0.3636,4.0303,11.4848,C,0.0
378,2014,Cameron Bairstow,PF,8.7,8.75,9.0,80.75,81.75,107.0,252.4,84.75,11.39,3.09,3.37,31.0,33.5,,Cameron Bairstow,New Mexico,MWC,34,81.1,117.8,28.9,55.8,61.14,8.5,16.6,11.8,12.8,219,298,0.735,236,423,0.558,1,3,0.333,4.9,1.0,70.0,Sr,9-Jun,41,5.26154,134.433,2.6,2014,19393,all,,0.77939999,136.0,193.0,100.0,230.0,0.7047,0.4348,33.0,34.0,0.9706,49.0,98.3574,95.4616,3.85163,212.0,6.03969,3.28373,2.75595,8.96929,32.9118,6.76371,2.20558,2.2353,5.1471,7.3824,1.5588,0.5588,1.5,20.4118,PF/C,0.162789
379,2014,Khem Birch,PF,6.0,9.0,8.5,79.5,81.25,107.0,208.8,85.0,11.6,3.24,3.26,30.5,35.5,,Khem Birch,UNLV,MWC,33,78.0,117.8,19.6,51.0,56.9,13.9,20.3,7.6,12.8,131,189,0.693,125,245,0.51,0,0,0.0,10.9,1.2,77.1,Jr,9-Jun,2,3.36653,118.791,2.9,2014,24978,all,97.4,0.90909775,104.0,167.0,21.0,77.0,0.6228,0.2727,42.0,50.0,0.84,,90.5787,89.0476,4.39771,246.245,9.55192,2.34033,7.2116,8.04974,31.4242,3.71298,4.33677,3.9697,6.2424,10.2121,1.2121,0.6364,3.7576,11.5455,C,0.0
380,2014,Alec Brown,PF,7.7,9.25,8.75,84.25,85.25,109.0,231.2,85.5,12.05,2.91,3.48,27.0,30.0,,Alec Brown,Green Bay,Horz,27,73.3,108.8,24.5,55.0,58.48,7.7,12.6,7.7,17.8,81,107,0.757,109,218,0.5,41,92,0.446,9.7,1.1,34.5,Sr,1-Jul,21,3.00515,116.185,3.1,2014,19005,all,,0.47541275,59.0,90.0,50.0,127.0,0.6556,0.3937,9.0,11.0,0.8182,50.0,97.5755,97.14,3.43129,153.508,4.03927,0.732852,3.30642,4.41711,30.6667,2.962,1.45511,1.9259,3.4815,5.4074,1.0741,0.5556,2.8148,15.6296,PF/C,6.55252
381,2014,Markel Brown,SG,4.2,8.25,9.75,74.5,75.5,100.0,184.4,80.75,12.62,2.9,3.18,36.5,43.5,,Markel Brown,Oklahoma St.,B12,34,86.4,118.2,22.5,54.1,59.09,3.5,12.9,16.9,11.6,149,194,0.768,135,257,0.525,55,145,0.379,3.1,1.6,48.3,Sr,3-Jun,22,4.74373,127.239,2.9,2014,18415,all,71.8,1.80007417,82.0,119.0,53.0,138.0,0.6891,0.3841,28.0,31.0,0.9032,44.0,99.2219,94.435,4.22725,215.685,7.09476,4.66915,2.42562,7.84265,35.3235,5.71776,2.12489,1.0588,4.2059,5.2647,2.9118,1.0,1.0294,17.1765,Wing G,6.87176
382,2014,Jabari Brown,SG,6.05,9.0,9.25,75.0,76.25,100.0,201.9,80.25,11.6,3.26,3.5,28.0,32.0,,Jabari Brown,Missouri,SEC,35,91.5,119.3,24.7,55.9,62.17,1.7,11.5,12.2,15.5,212,266,0.797,123,240,0.512,80,195,0.41,0.4,1.0,61.1,Jr,5-Jun,32,5.67904,132.39,1.8,2014,26446,all,96.8,0.81706429,78.0,116.0,45.0,124.0,0.6724,0.3629,7.0,10.0,0.7,,107.774,104.046,3.2567,195.725,3.99221,5.15461,-1.1624,6.16361,37.0,6.51081,-0.347208,0.4857,3.9429,4.4286,1.9143,0.6286,0.1429,19.9429,Wing G,9.13175
383,2014,Deonte Burton,PG,7.65,8.25,8.0,72.0,73.25,97.5,192.8,79.0,11.28,3.08,3.28,29.0,39.5,,Deonte Burton,Iowa St.,B12,35,72.6,99.2,27.2,50.3,52.64,4.4,18.6,11.4,16.1,79,117,0.675,161,333,0.483,42,112,0.375,4.8,3.3,26.3,Sr,5-Jun,30,2.73754,114.114,4.1,2017,29715,all,90.0,0.7749923,84.0,131.0,77.0,203.0,0.6412,0.3793,16.0,21.0,0.7619,,94.4964,87.6974,4.1531,249.982,5.77646,1.23839,4.53807,5.13043,29.5429,2.11374,3.01669,1.1429,5.0857,6.2286,1.7714,1.7143,1.4,15.0571,Wing F,6.14448
384,2014,Semaj Christon,PG,5.25,8.5,8.25,73.5,75.25,99.0,186.0,78.5,11.55,3.21,3.32,30.5,36.5,,Semaj Christon,Xavier,BE,34,87.6,106.5,26.6,50.1,54.36,1.5,7.4,25.3,16.8,157,235,0.668,182,371,0.491,19,49,0.388,0.8,2.3,56.0,So,3-Jun,0,3.97778,120.402,2.4,2014,27129,all,94.0,1.5955455,119.0,205.0,63.0,166.0,0.5805,0.3795,11.0,11.0,1.0,55.0,105.36,100.204,3.58397,186.76,3.39614,2.7112,0.684933,4.34278,35.2941,3.27396,1.06882,0.4412,2.2353,2.6765,4.1765,1.3235,0.2353,17.0,Scoring PG,2.45407
385,2014,Jordan Clarkson,PG,4.3,8.25,9.0,75.25,77.0,98.0,186.3,80.0,10.76,2.98,3.28,33.0,38.5,,Jordan Clarkson,Missouri,SEC,35,86.8,109.7,27.3,48.1,54.58,2.9,9.3,23.3,16.8,162,195,0.831,177,354,0.5,32,114,0.281,0.6,1.9,41.7,Jr,5-Jun,5,4.52479,125.247,2.5,2014,15896,all,59.0,1.26882698,118.0,186.0,59.0,169.0,0.6344,0.3491,10.0,11.0,0.9091,46.0,106.782,103.088,3.20357,194.678,3.34317,3.73257,-0.389393,3.62059,35.0857,3.71877,-0.0981812,0.8,3.0286,3.8286,3.3714,1.0857,0.1714,17.4857,Combo G,5.62763
386,2014,Aaron Craft,PG,6.1,7.75,8.5,72.75,73.75,94.5,191.6,74.0,10.78,2.9,3.26,29.0,32.0,,Aaron Craft,Ohio St.,B10,35,85.5,103.9,18.7,50.6,56.41,1.1,11.3,27.0,24.3,100,135,0.741,97,186,0.522,16,53,0.302,0.3,4.5,56.5,Sr,2-Jun,4,2.28829,106.974,2.8,2014,17580,all,82.0,1.82223694,82.0,138.0,15.0,48.0,0.5942,0.3125,0.0,0.0,,,89.1346,84.6654,5.34004,245.895,7.06113,1.67049,5.39064,5.91443,34.4286,0.198217,5.71621,0.3143,3.3143,3.6286,4.6857,2.5429,0.0857,9.7714,Scoring PG,2.67324
387,2014,DeAndre Daniels,SF,3.85,9.25,10.5,79.25,80.5,106.5,196.0,86.0,11.46,3.04,3.44,26.5,32.0,,DeAndre Daniels,Connecticut,BE,31,27.3,93.0,16.9,40.7,45.69,6.4,12.5,7.4,21.4,20,25,0.8,19,41,0.463,12,50,0.24,5.0,1.8,27.5,Fr,8-Jun,2,0.35506,92.8529,3.3,2012,25301,all,96.6,0.68183742,16.0,28.0,3.0,13.0,0.5714,0.2308,3.0,3.0,1.0,37.0,99.5429,94.8852,1.31363,67.029,2.20738,-0.284526,2.4919,1.23401,12.129,-0.650927,1.88494,0.6452,1.4516,2.0968,0.4839,0.3548,0.5806,3.0323,Stretch 4,8.2305
388,2014,Spencer Dinwiddie,PG,5.35,8.25,9.0,76.5,78.0,103.0,204.9,80.25,,,,,,,Spencer Dinwiddie,Colorado,P12,17,37.4,129.4,21.5,56.5,66.66,1.8,9.6,26.3,15.6,102,119,0.857,35,68,0.515,26,63,0.413,0.8,2.9,90.8,Jr,6-Jun,25,4.97557,134.102,2.4,2014,19806,all,73.8,2.13333701,25.0,44.0,10.0,23.0,0.5682,0.4348,4.0,4.0,1.0,38.0,100.765,96.9882,3.50461,96.5382,8.95779,7.04213,1.91566,9.1455,31.1176,5.52197,3.62353,0.4706,2.5882,3.0588,3.7647,1.5294,0.2353,14.7059,Scoring PG,7.073
389,2014,Cleanthony Early,SF,4.45,8.5,9.0,78.0,79.25,101.5,209.4,82.75,11.15,2.96,3.18,34.0,40.0,,Cleanthony Early,Wichita St.,MVC,35,68.5,117.7,26.4,57.3,62.88,5.6,19.0,6.1,16.2,144,171,0.842,117,202,0.579,64,170,0.376,3.4,1.7,46.0,Sr,8-Jun,11,3.90102,128.731,3.5,2014,26859,all,,0.373139,76.0,101.0,41.0,101.0,0.7525,0.4059,19.0,20.0,0.95,34.0,91.1751,89.8207,3.7884,187.934,5.69725,3.82256,1.87469,8.53712,27.4857,6.42372,2.11339,1.2857,4.7143,6.0,0.7143,0.7714,0.8,16.2857,Stretch 4,10.8442
390,2014,Melvin Ejim,SF,6.45,8.75,9.25,77.25,79.0,103.5,218.5,83.25,11.55,3.12,3.14,29.5,35.0,,Melvin Ejim,Iowa St.,B12,34,74.5,112.2,25.6,55.5,59.14,9.1,18.7,10.8,15.5,121,159,0.761,176,309,0.57,44,127,0.346,2.0,2.0,36.5,Sr,6-Jun,3,4.26914,126.694,4.1,2014,16036,all,62.4,0.79486509,138.0,196.0,38.0,113.0,0.7041,0.3363,25.0,27.0,0.9259,,99.2321,92.4898,4.07035,235.252,6.04708,4.0419,2.00518,5.90261,32.1176,4.39662,1.50599,2.5882,5.7941,8.3824,1.8235,1.1765,0.6765,17.7941,Wing F,6.45073
391,2014,Tyler Ennis,PG,6.2,8.25,8.75,73.0,74.5,98.0,181.5,79.25,11.12,2.84,3.3,29.0,36.0,,Tyler Ennis,Syracuse,ACC,34,88.7,114.5,22.7,45.3,51.07,2.6,9.0,32.5,13.8,114,149,0.765,118,275,0.429,30,85,0.353,0.7,3.9,41.4,Fr,2-Jun,11,4.3659,123.151,2.3,2014,32691,all,95.6,3.2413389,68.0,123.0,51.0,153.0,0.5528,0.3333,2.0,2.0,1.0,18.0,97.6955,92.6229,4.56203,202.885,6.86227,4.85439,2.00787,7.99607,35.7353,4.48187,3.5142,0.7941,2.5882,3.3824,5.5294,2.1176,0.1765,12.9412,Pure PG,4.5863
392,2014,C.J. Fair,SF,5.05,9.0,9.0,78.5,80.0,104.0,218.1,81.5,11.0,3.06,3.32,27.0,35.0,,C.J. Fair,Syracuse,ACC,34,93.7,98.9,26.3,45.3,48.91,5.4,15.5,7.6,16.5,103,142,0.725,193,419,0.461,24,87,0.276,2.9,2.2,28.1,Sr,8-Jun,5,2.98112,110.6,2.2,2014,14980,all,84.0,0.49411998,69.0,101.0,124.0,321.0,0.6832,0.3863,16.0,18.0,0.8889,,97.5006,92.4381,4.84515,216.104,1.39604,-0.458639,1.85468,2.15569,37.7647,1.14974,1.00594,1.7353,4.7059,6.4412,1.2353,1.2647,0.7941,16.5,Wing F,4.44372
393,2014,Aaron Gordon,PF,5.05,8.75,10.5,79.5,80.75,105.0,220.1,83.75,10.81,2.76,3.27,32.5,39.0,,Aaron Gordon,Arizona,P12,38,77.1,105.5,23.2,51.6,50.27,10.4,19.3,13.0,12.4,76,180,0.422,173,337,0.513,16,45,0.356,3.4,1.8,47.1,Fr,8-Jun,11,2.9415,115.178,3.0,2014,29525,all,99.6,1.36361758,137.0,198.0,36.0,140.0,0.6919,0.2571,54.0,56.0,0.9643,4.0,87.7492,83.3035,4.96193,242.823,8.3179,2.89022,5.42768,7.17364,31.2368,3.32065,3.85299,2.6842,5.2895,7.9737,1.9737,0.8947,1.0263,12.3684,Wing F,2.35011
394,2014,Jerami Grant,SF,3.75,9.25,9.25,78.5,79.75,107.0,214.0,86.75,,,,,,,Jerami Grant,Syracuse,ACC,32,73.4,115.6,21.4,49.6,54.74,9.1,17.2,9.4,11.3,120,178,0.674,133,263,0.506,0,5,0.0,2.5,1.7,66.4,So,8-Jun,3,3.82466,123.053,3.0,2014,25897,all,90.6,1.18924056,88.0,129.0,45.0,135.0,0.6822,0.3333,28.0,33.0,0.8485,39.0,97.8648,92.424,4.02905,166.665,4.63048,2.57061,2.05987,5.21693,31.4062,3.38554,1.83139,2.4375,4.3438,6.7812,1.375,0.8125,0.5625,12.0625,C,0.326018
395,2014,P.J. Hairston,SG,8.2,8.75,9.75,76.25,77.25,101.0,228.8,81.0,11.12,,3.32,32.0,37.0,,P.J. Hairston,North Carolina,ACC,33,56.2,119.8,25.2,55.1,58.47,8.5,11.3,10.6,10.7,86,111,0.775,69,142,0.486,87,220,0.395,1.8,2.8,30.7,So,6-Jun,15,4.19843,134.445,3.1,2013,22782,all,97.6,1.10525399,35.0,59.0,34.0,83.0,0.5932,0.4096,9.0,13.0,0.6923,26.0,96.5317,92.4929,2.77543,157.897,10.2878,8.81885,1.46891,11.7145,23.9394,9.97979,1.73473,1.9697,2.4545,4.4242,1.2727,1.2121,0.4242,14.697,Wing G,15.5739
396,2014,Gary Harris,SG,4.55,8.5,9.5,74.5,76.5,96.0,204.8,78.75,,,,,,,Gary Harris,Michigan St.,B10,35,73.7,114.4,25.3,51.8,56.08,4.0,10.2,16.8,12.7,115,142,0.81,114,225,0.507,81,230,0.352,1.6,3.4,31.2,So,4-Jun,14,4.73592,130.372,2.6,2014,26989,all,96.4,1.56664521,65.0,104.0,49.0,122.0,0.625,0.4016,22.0,22.0,1.0,19.0,98.3044,92.577,4.11667,208.288,8.43181,6.41981,2.012,9.34158,32.3143,6.39277,2.94881,1.0571,2.9429,4.0,2.6857,1.8,0.4286,16.7429,Combo G,12.2629
397,2014,Joe Harris,SG,6.2,8.5,9.75,76.75,78.25,100.0,215.0,78.0,11.11,2.92,3.31,28.5,33.5,,Joe Harris,Virginia,ACC,37,71.8,113.4,22.1,54.7,56.48,2.7,9.8,18.1,13.4,73,114,0.64,77,158,0.487,72,180,0.4,0.9,2.2,33.7,Sr,6-Jun,12,3.44919,122.301,3.3,2014,17280,all,73.8,1.75001923,55.0,81.0,22.0,77.0,0.679,0.2857,1.0,2.0,0.5,33.0,93.7017,89.0955,4.04406,172.192,8.39072,5.6791,2.71162,7.96411,28.8108,4.54486,3.41925,0.5946,2.3514,2.9459,2.2703,0.9459,0.2162,11.973,Combo G,11.1052
398,2014,Rodney Hood,SF,7.45,8.5,8.5,79.25,80.5,103.0,208.2,80.5,11.21,3.14,3.38,29.0,36.0,,Rodney Hood,Duke,ACC,35,81.9,119.8,22.3,55.0,59.02,2.9,11.7,13.2,12.8,109,135,0.807,120,243,0.494,71,169,0.42,0.8,1.3,32.8,So,8-Jun,5,4.83862,130.274,3.2,2014,19693,all,94.4,1.38887811,47.0,74.0,73.0,168.0,0.6351,0.4345,14.0,16.0,0.875,23.0,105.837,100.347,3.33286,164.685,6.3778,5.83042,0.547379,6.64208,32.8571,6.11765,0.524428,0.8286,3.1143,3.9429,2.1429,0.7143,0.2571,16.0571,Wing F,8.91425
399,2014,Cory Jefferson,PF,5.25,8.75,9.75,79.75,81.0,105.0,218.4,84.5,12.63,3.39,3.36,33.0,37.5,,Cory Jefferson,Baylor,B12,36,72.3,114.3,23.6,51.4,54.95,11.3,20.9,7.7,12.5,128,198,0.646,159,313,0.508,14,37,0.378,4.6,0.8,56.6,Sr,9-Jun,34,3.79985,125.569,3.1,2014,22196,all,86.8,0.71999422,100.0,138.0,59.0,176.0,0.7246,0.3352,67.0,79.0,0.8481,60.0,102.411,96.0337,3.37498,193.933,5.20077,3.45451,1.74626,5.28431,29.3056,4.61394,0.670373,2.7778,5.3611,8.1389,1.0,0.3611,1.2778,13.5556,PF/C,2.17329
400,2014,Nick Johnson,SG,6.05,8.75,9.75,73.5,75.0,96.5,198.0,79.25,10.8,2.95,3.27,33.5,41.5,,Nick Johnson,New Hampshire,AE,18,63.0,89.5,19.8,46.2,46.83,4.1,17.2,10.9,17.0,30,64,0.469,44,98,0.449,7,20,0.35,1.8,2.0,54.2,Fr,4-Jun,10,0.244657,88.0521,3.6,2021,71627,all,,0.88888891,33.0,69.0,11.0,29.0,0.4783,0.3793,0.0,0.0,,,98.2159,103.814,2.05094,88.2118,-3.07703,-3.188,0.110973,-3.03068,24.7895,-2.61488,-0.415801,0.9474,3.4211,4.3684,1.2632,0.8421,0.3684,7.9474,Wing G,2.58765
401,2014,Sean Kilpatrick,SG,9.2,9.0,9.0,74.5,76.25,99.0,218.7,79.0,,,,,,,Sean Kilpatrick,Cincinnati,Amer,34,84.5,119.7,28.8,51.5,57.73,3.6,11.5,18.5,13.3,180,213,0.845,121,239,0.506,93,267,0.348,0.1,2.6,42.1,Sr,4-Jun,23,5.82104,137.323,1.6,2014,18239,all,32.0,1.22857982,85.0,116.0,36.0,125.0,0.7328,0.288,6.0,6.0,1.0,,94.4619,91.7812,4.44463,188.916,6.85129,6.52197,0.329326,10.954,33.7941,8.59315,2.36083,1.0588,3.2353,4.2941,2.5294,1.4118,0.0294,20.6176,Combo G,14.6078
402,2014,Alex Kirk,PF,13.6,9.25,10.5,81.25,82.75,109.5,252.0,87.5,11.2,3.19,3.48,28.5,31.5,,Alex Kirk,New Mexico,MWC,32,74.3,104.9,22.4,50.7,53.61,8.9,21.1,7.5,15.1,82,123,0.667,153,281,0.544,12,56,0.214,8.8,0.7,36.5,Jr,Jul-00,53,2.56909,111.159,3.2,2014,28334,all,82.6,0.61408035,99.0,141.0,54.0,139.0,0.7021,0.3885,48.0,52.0,0.9231,,94.593,91.8917,4.13587,222.519,5.0928,-0.132875,5.22568,3.74614,32.0312,1.15778,2.58835,2.2812,6.375,8.6562,1.0938,0.375,2.6562,13.25,C,3.31683
403,2014,Zach LaVine,PG,4.7,8.25,8.75,76.5,77.75,100.0,180.9,80.25,10.42,2.8,3.19,33.5,41.5,,Zach LaVine,UCLA,P12,37,60.7,107.3,19.0,52.4,54.48,2.4,9.5,12.6,13.9,47,68,0.691,79,160,0.494,48,128,0.375,0.8,2.1,23.6,Fr,5-Jun,14,1.90023,110.248,3.2,2014,31114,all,90.0,1.57149149,51.0,90.0,28.0,68.0,0.5667,0.4118,21.0,25.0,0.84,13.0,103.564,98.8807,2.59395,148.504,2.74348,2.46177,0.281707,1.99942,24.4324,1.46349,0.535932,0.4865,2.0541,2.5405,1.7838,0.8919,0.1622,9.4324,Wing G,8.06163
404,2014,Roy Devyn Marble,SG,6.9,8.25,8.5,77.0,78.5,102.0,192.4,81.0,11.32,3.08,3.28,29.0,35.0,,Roy Devyn Marble,Iowa,B10,33,74.4,112.7,27.1,47.9,52.78,2.9,8.6,23.6,12.0,142,199,0.714,131,287,0.456,52,149,0.349,0.8,3.4,45.6,Sr,6-Jun,4,4.24837,128.821,2.6,2014,18726,all,48.8,2.07016722,74.0,114.0,57.0,173.0,0.6491,0.3295,7.0,7.0,1.0,56.0,99.5652,95.5651,3.52345,188.535,7.37701,6.68715,0.689866,8.10089,30.2121,6.00831,2.09258,0.7879,2.4242,3.2121,3.5758,1.8182,0.2121,16.9697,Scoring PG,8.51115
405,2014,James Michael McAdoo,PF,6.15,9.25,9.0,79.5,80.75,106.5,227.6,86.25,11.61,2.91,3.28,29.5,34.0,,James Michael McAdoo,North Carolina,ACC,34,74.7,103.9,25.1,45.8,48.39,9.5,14.9,11.0,10.5,138,257,0.537,173,371,0.466,0,7,0.0,3.2,2.5,68.0,Jr,9-Jun,43,2.84396,115.123,3.6,2014,22776,all,98.8,1.22914004,98.0,150.0,75.0,221.0,0.6533,0.3394,35.0,38.0,0.9211,,97.2316,91.3882,3.96908,207.931,5.36875,2.30357,3.06518,5.32476,30.0882,2.92322,2.40153,2.6471,4.1176,6.7647,1.7353,1.3235,0.9118,14.2353,C,0.385372
406,2014,K.J. McDaniels,SF,4.45,8.75,9.75,76.5,78.0,102.0,195.6,83.25,12.71,3.2,3.1,33.0,37.0,,K.J. McDaniels,Clemson,ACC,36,82.4,111.4,28.5,50.5,56.65,8.8,15.9,12.7,16.0,154,183,0.842,167,317,0.527,42,138,0.304,8.9,2.3,40.2,Jr,5-Jun,32,4.53266,127.291,2.6,2014,22137,all,55.4,0.68671931,110.0,157.0,57.0,159.0,0.7006,0.3585,57.0,62.0,0.9194,32.0,89.9203,86.1852,4.97791,249.001,10.9635,4.07653,6.88702,12.3738,33.6667,7.23211,5.1417,2.3889,4.6944,7.0833,1.5833,1.1389,2.7778,17.0556,Stretch 4,7.57458
407,2014,Doug McDermott,SF,7.1,8.75,9.75,78.25,79.75,103.0,218.0,81.25,11.1,3.15,3.29,28.5,36.5,,Doug McDermott,Creighton,BE,35,84.4,124.4,32.8,60.3,64.43,6.4,17.8,11.5,9.8,178,206,0.864,234,413,0.567,96,214,0.449,0.5,0.4,32.9,Sr,8-Jun,3,7.47014,151.483,2.3,2014,14955,all,69.2,0.88709499,159.0,229.0,75.0,183.0,0.6943,0.4098,9.0,9.0,1.0,11.0,104.837,100.924,3.36736,195.464,6.63964,8.15612,-1.51648,10.1698,33.7429,11.104,-0.93424,1.6286,5.3429,6.9714,1.5714,0.2286,0.1429,26.6857,Stretch 4,11.0615
