,YEAR,PLAYER,POS,BODY_FAT_%,HAND_LENGTH_(INCHES),HAND_WIDTH_(INCHES),HEIGHT_W/O_SHOES,HEIGHT_W/_SHOES,STANDING_REACH,WEIGHT_(LBS),WINGSPAN,LANE_AGILITY_TIME_(SECONDS),SHUTTLE_RUN_(SECONDS),THREE_QUARTER_SPRINT_(SECONDS),STANDING_VERTICAL_LEAP_(INCHES),MAX_VERTICAL_LEAP_(INCHES),MAX_BENCH_PRESS_(REPETITIONS),player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed: 64,Unnamed: 65
126,2019,Charles Matthews,SG,3.8,8.5,8.75,77.0,78.25,103.0,194.8,81.5,11.26,3.24,3.38,29.5,37.5,9.0,Charles Matthews,Michigan,B10,34,72.3,98.0,23.6,47.2,50.13,5.7,12.6,9.3,13.9,80,124,0.645,124,258,0.481,29,97,0.299,1.5,2.1,34.9,Sr,6-Jun,1,2.31712,108.677,2.3,2019,46551,all,88.2,0.85964811,85.0,116.0,39.0,142.0,0.7328,0.2746,30.0,32.0,0.9375,,90.679,86.78,4.66059,194.711,5.30852,1.41393,3.89459,4.41343,31.4706,1.33826,3.07517,1.5,3.5294,5.0294,1.4412,1.0588,0.4706,12.2059,Wing G,5.57749
127,2019,Jalen McDaniels,SF,5.7,9.0,10.0,80.25,81.75,105.5,191.6,84.25,11.54,3.23,3.32,29.5,33.5,0.0,Jalen McDaniels,San Diego St.,MWC,33,78.3,101.4,27.9,49.3,52.66,7.3,22.7,15.9,16.5,92,125,0.736,185,370,0.5,22,72,0.306,1.9,2.1,28.3,So,10-Jun,5,2.63249,111.67,3.8,2019,48490,all,76.2,0.87801644,65.0,94.0,120.0,276.0,0.6915,0.4348,21.0,23.0,0.913,52.0,95.0304,93.7001,3.88787,230.161,2.38226,-0.147587,2.52984,2.9253,31.0588,1.33719,1.58811,1.9706,6.2941,8.2647,2.1176,1.1176,0.4706,15.9118,PF/C,4.05761
128,2019,Zach Norvell Jr.,SG,7.5,8.5,9.5,76.5,77.5,101.0,206.4,78.0,11.6,3.34,3.43,24.0,30.0,,Zach Norvell Jr.,Gonzaga,WCC,37,76.7,121.7,21.6,55.1,58.99,3.4,11.5,16.0,12.1,91,105,0.867,85,157,0.541,97,261,0.372,0.3,2.3,25.1,So,5-Jun,23,4.25238,127.408,2.4,2019,48366,all,79.6,2.16985476,72.0,116.0,13.0,41.0,0.6207,0.3171,5.0,6.0,0.8333,,93.4424,90.4563,4.15155,214.41,8.44738,6.64364,1.80374,7.7637,30.6757,5.3488,2.41491,0.8108,3.5135,4.3243,3.1081,1.2703,0.0811,14.9189,Combo G,12.8391
129,2019,Jaylen Nowell,SG,6.1,8.25,8.5,75.25,76.25,98.0,202.4,79.25,10.76,3.13,3.23,32.0,38.5,2.0,Jaylen Nowell,Washington,P12,36,85.7,108.6,25.1,56.1,59.15,3.5,14.9,20.8,20.3,95,122,0.779,167,318,0.525,51,116,0.44,0.8,2.2,28.1,So,4-Jun,5.0,3.80296,119.413,2.6,2019,52287,all,86.8,1.05661591,91.0,127.0,76.0,191.0,0.7165,0.3979,8.0,10.0,0.8,43.0,97.3948,93.8527,4.23752,221.631,3.51724,2.14254,1.37471,4.10466,34.4167,2.9467,1.15796,0.9722,4.3056,5.2778,3.1111,1.2778,0.25,16.1667,Wing G,5.58373
130,2019,Jordan Nwora,PF,7.8,8.5,9.25,77.75,79.5,103.0,220.0,82.5,,,,,,,Jordan Nwora,Louisville,ACC,31,82.2,111.2,26.0,52.8,56.85,6.0,19.8,8.4,14.5,104,128,0.813,113,241,0.469,76,189,0.402,0.9,1.3,29.8,Jr,7-Jun,33.0,4.56929,125.37,2.7,2020,50605,all,82.6,0.61536625,62.0,103.0,54.0,143.0,0.6019,0.3776,21.0,26.0,0.8077,45.0,93.2958,90.2417,4.23486,206.287,5.90936,4.49834,1.41102,7.14773,33.1613,5.64108,1.50666,1.6774,6.0323,7.7097,1.2903,0.7419,0.2581,18.0,Wing F,10.931
131,2019,KZ Okpala,SF,4.6,9.25,9.25,79.25,81.5,106.5,209.6,85.75,10.88,3.13,3.38,30.5,37.0,9.0,KZ Okpala,Stanford,P12,29,76.1,100.8,26.6,50.7,54.32,4.1,14.9,13.0,18.3,116,173,0.671,138,280,0.493,32,87,0.368,1.4,1.7,47.1,So,9-Jun,0.0,2.69097,111.284,3.1,2019,51924,all,91.8,0.69878763,93.0,164.0,45.0,116.0,0.5671,0.3879,21.0,22.0,0.9545,32.0,100.101,97.5115,3.60828,178.801,0.982557,-0.0405959,1.02315,2.33923,32.6897,1.52021,0.819022,1.1724,4.5172,5.6897,2.0,1.0,0.5172,16.8276,Wing F,5.10247
132,2019,Miye Oni,SG,4.9,9.0,10.0,76.25,77.75,100.5,205.6,82.75,11.71,3.12,3.17,30.5,38.5,19.0,Miye Oni,Yale,Ivy,28,74.3,106.0,28.0,51.2,55.82,2.5,18.7,20.7,16.9,103,130,0.792,107,220,0.486,55,150,0.367,4.2,1.6,35.1,Jr,6-Jun,25,3.24752,117.877,3.5,2019,44509,all,,1.37332771,77.0,132.0,30.0,88.0,0.5833,0.3409,22.0,24.0,0.9167,58.0,98.1772,98.574,3.2972,189.263,3.86252,2.31428,1.54825,4.28909,30.931,3.32755,0.961545,0.6552,5.6207,6.2759,3.5517,0.8966,1.2759,17.1379,Wing F,9.44999
133,2019,Eric Paschall,SF,6.3,9.0,9.5,78.0,79.25,103.5,254.4,83.75,11.63,3.26,3.3,33.0,38.0,18.0,Eric Paschall,Villanova,BE,36,89.3,109.6,23.8,52.8,57.0,4.2,16.0,12.9,16.2,135,181,0.746,125,235,0.532,70,201,0.348,1.6,1.2,41.5,Sr,8-Jun,4,3.9516,119.323,2.4,2019,37332,all,58.2,0.93902009,84.0,121.0,41.0,113.0,0.6942,0.3628,34.0,36.0,0.9444,41.0,102.961,98.2879,3.86556,222.983,3.15785,2.35899,0.79886,3.68916,36.1111,3.12908,0.560084,1.2778,4.8611,6.1389,2.1389,0.7222,0.4722,16.5278,Wing F,9.45207
134,2019,Reggie Perry,SF-PF,6.7,9.0,10.0,80.0,81.25,106.0,250.8,84.5,12.46,3.4,3.3,28.5,31.5,15.0,Reggie Perry,Mississippi St.,SEC,31,77.7,112.9,28.8,53.1,58.71,12.4,25.1,16.1,19.1,149,194,0.768,160,295,0.542,23,71,0.324,4.1,1.6,53.0,So,10-Jun,1.0,4.76779,129.526,4.0,2020,65915,all,94.0,0.78888811,112.0,160.0,48.0,135.0,0.7,0.3556,36.0,36.0,1.0,57.0,96.6012,92.834,3.72351,209.227,7.17337,5.02392,2.14945,7.49617,31.0968,6.16559,1.33059,3.129,6.9355,10.0645,2.2903,0.8387,1.1613,17.3548,PF/C,4.34116
135,2019,Shamorie Ponds,PG,9.8,7.75,8.0,71.5,72.5,96.5,180.0,75.5,11.01,3.07,3.2,29.0,37.0,0.0,Shamorie Ponds,St. John's,BE,33,84.3,116.8,27.6,52.2,57.73,3.1,10.3,29.0,11.3,153,183,0.836,151,292,0.517,65,184,0.353,0.9,4.1,38.4,Jr,1-Jun,2,5.32798,131.673,2.3,2019,45291,all,91.2,2.58460679,102.0,172.0,49.0,119.0,0.593,0.4118,2.0,2.0,1.0,,100.911,97.619,3.85622,235.262,8.08504,6.98346,1.10158,9.30567,35.1212,6.54934,2.75633,0.9697,3.1515,4.1212,5.0909,2.6061,0.2727,19.697,Scoring PG,8.8852
136,2019,Jordan Poole,SG,7.5,8.25,8.5,75.5,77.5,99.5,190.8,78.75,10.59,3.14,3.27,28.0,35.5,,Jordan Poole,Michigan,B10,37,82.6,108.4,20.0,53.8,57.32,0.8,9.4,13.0,14.1,75,90,0.833,86,166,0.518,75,203,0.369,0.7,2.0,24.4,So,5-Jun,2,3.22261,115.578,2.4,2019,50346,all,81.6,1.42860919,63.0,89.0,23.0,77.0,0.7079,0.2987,7.0,7.0,1.0,28.0,92.5991,88.1995,4.72841,204.665,7.31086,3.85039,3.46047,6.08437,33.027,2.46928,3.61508,0.2162,2.7568,2.973,2.1622,1.0811,0.2162,12.7568,Combo G,10.217
137,2019,Kevin Porter Jr.,SG,5.1,8.75,8.75,76.0,77.5,103.0,212.6,81.0,10.82,3.03,3.14,27.0,34.0,2.0,Kevin Porter Jr.,USC,P12,21,34.6,98.4,22.8,56.1,55.91,4.8,15.0,12.0,20.8,24,46,0.522,46,89,0.517,28,68,0.412,2.6,2.1,29.3,Fr,6-Jun,4.0,1.35541,105.347,3.8,2019,66706,all,94.6,0.76926388,33.0,48.0,13.0,41.0,0.6875,0.3171,17.0,20.0,0.85,30.0,100.088,97.8478,2.39508,94.1094,1.85504,0.566484,1.28856,2.35882,22.0952,1.39332,0.965498,0.9524,3.0476,4.0,1.4286,0.8095,0.5238,9.5238,Wing G,8.2556
138,2019,Neemias Queta,C,6.3,9.5,11.0,82.75,84.25,111.5,225.8,88.25,12.04,3.45,3.73,24.0,32.5,1.0,Neemias Queta,Utah St.,MWC,28,76.1,113.2,24.9,55.8,59.27,10.7,26.8,18.4,18.2,99,140,0.707,163,290,0.562,0,2,0.0,13.4,2.0,47.9,Jr,Jul-00,23,3.86019,121.815,3.2,2021,67637,all,,1.11595842,124.0,188.0,39.0,102.0,0.6596,0.3824,42.0,45.0,0.9333,39.0,79.8662,78.2202,5.17753,243.14,12.9541,2.19389,10.7602,11.8503,30.0345,4.92141,6.92886,2.8621,7.2759,10.1379,2.6552,1.069,3.3448,14.931,C,0.135099
139,2019,Cam Reddish,SF,4.7,9.0,9.0,78.5,80.0,105.5,207.8,84.5,,,,,,,Cam Reddish,Duke,ACC,36,70.1,96.4,23.6,45.9,49.88,2.0,10.6,10.7,20.7,88,114,0.772,65,165,0.394,89,267,0.333,1.9,2.9,26.4,Fr,8-Jun,2.0,2.06068,107.457,3.2,2019,65846,all,99.8,0.7291409,41.0,80.0,24.0,85.0,0.5125,0.2824,7.0,11.0,0.6364,10.0,94.4086,88.501,4.22023,209.227,3.18676,1.24477,1.942,3.03069,29.6944,0.680393,2.3503,0.5556,3.1389,3.6944,1.9444,1.5556,0.5833,13.4722,Wing F,13.5688
140,2019,Naz Reid,PF,14.0,9.5,9.25,80.75,81.5,109.0,255.8,87.25,12.03,3.76,3.42,26.0,32.5,3.0,Naz Reid,LSU,SEC,34,64.5,103.8,25.9,50.7,54.37,10.2,19.4,6.4,20.1,93,128,0.727,143,281,0.509,28,84,0.333,2.8,1.5,35.1,Fr,10-Jun,0.0,2.75229,117.363,4.7,2019,66162,all,96.6,0.35295999,91.0,143.0,52.0,138.0,0.6364,0.3768,33.0,39.0,0.8462,,100.796,95.417,3.13302,180.674,1.92548,1.26377,0.661706,1.8588,27.2059,1.79873,0.0600765,2.4706,4.7059,7.1765,0.8824,0.7353,0.6765,13.6176,PF/C,5.14113
141,2019,Isaiah Roby,PF,3.9,9.0,10.5,79.25,80.5,106.0,214.0,85.0,10.63,3.05,3.25,32.5,35.5,9.0,Isaiah Roby,Nebraska,B10,35,77.8,102.9,21.9,49.7,53.19,6.6,17.8,12.5,17.3,90,133,0.677,120,242,0.496,28,84,0.333,6.4,2.4,40.8,Jr,8-Jun,15,2.757,112.991,4.1,2019,44213,all,73.6,0.97144997,99.0,163.0,21.0,79.0,0.6074,0.2658,28.0,33.0,0.8485,45.0,96.0961,91.0837,4.14359,238.984,6.17823,1.44872,4.72951,5.41203,31.2286,2.16458,3.24746,1.8857,5.0286,6.9143,1.9429,1.2571,1.8857,11.8286,Stretch 4,4.55766
142,2019,Admiral Schofield,SF,6.8,8.75,9.0,76.0,77.25,102.5,240.6,81.75,10.77,2.87,3.37,30.0,34.0,15.0,Admiral Schofield,Tennessee,SEC,36,78.2,109.2,24.4,54.8,56.23,4.5,16.3,11.7,14.4,60,86,0.698,159,317,0.502,73,173,0.422,1.7,1.6,17.6,Sr,6-Jun,5,3.75345,122.028,3.2,2019,42130,all,50.0,1.0714097,84.0,133.0,75.0,183.0,0.6316,0.4098,18.0,21.0,0.8571,42.0,100.172,94.5479,3.79046,219.529,5.04052,4.02465,1.01587,5.4047,31.7838,4.44481,0.95989,1.1622,4.973,6.1351,2.027,0.8919,0.4595,16.4865,Wing F,8.69864
143,2019,Marial Shayok,SF-PF,4.7,8.75,9.25,76.5,77.5,103.5,196.8,84.25,11.16,3.04,3.37,29.5,36.5,9.0,Marial Shayok,Iowa St.,B12,34,79.9,111.9,26.9,57.1,61.08,5.1,11.7,12.2,17.6,108,123,0.878,158,278,0.568,71,185,0.384,0.8,1.7,26.6,Sr,6-Jun,3,4.66975,128.385,2.5,2019,35662,all,67.0,0.73626002,97.0,132.0,61.0,146.0,0.7348,0.4178,10.0,10.0,1.0,54.0,102.592,97.568,3.63874,186.847,4.25113,4.60648,-0.355351,5.37358,32.8824,5.3424,0.0311799,1.3824,3.5294,4.9118,1.9706,0.9412,0.2353,18.7353,Wing G,9.6266
144,2019,Tremont Waters,PG,6.6,8.0,9.75,69.5,70.75,93.5,172.4,74.25,10.76,3.11,3.07,30.5,40.5,5.0,Tremont Waters,LSU,SEC,33,74.6,107.2,26.5,49.9,54.57,1.1,8.6,34.0,22.8,104,128,0.813,116,230,0.504,56,171,0.327,0.4,5.0,31.9,So,11-May,3,3.79484,121.953,2.4,2019,51308,all,91.4,1.684238,76.0,133.0,40.0,97.0,0.5714,0.4124,4.0,5.0,0.8,51.0,99.0344,94.2504,3.87329,223.92,6.94854,5.09424,1.8543,8.03818,32.4242,4.94913,3.08905,0.303,2.4848,2.7879,5.8182,2.8485,0.1212,15.2727,Pure PG,9.04891
145,2019,Quinndary Weatherspoon,SG,6.1,8.5,9.0,75.0,76.25,100.0,206.6,81.0,11.57,3.15,3.16,31.0,38.0,,Quinndary Weatherspoon,Mississippi St.,SEC,34,84.5,116.3,25.8,57.4,62.16,4.7,11.6,16.6,19.3,148,183,0.809,158,280,0.564,55,139,0.396,1.1,2.9,43.7,Sr,4-Jun,11,5.08788,130.825,2.5,2019,41354,all,79.8,0.96967512,112.0,183.0,46.0,97.0,0.612,0.4742,23.0,25.0,0.92,49.0,103.213,97.1516,3.79027,204.2,6.74253,5.40571,1.33682,7.30397,34.0588,5.64144,1.66253,1.3235,3.3529,4.6765,2.8235,1.6765,0.3235,18.5,Combo G,6.99548
146,2019,Coby White,PG,4.3,7.75,9.0,75.5,76.75,97.5,191.4,77.0,,,,,,,Coby White,North Carolina,ACC,35,69.2,108.7,26.1,51.6,55.56,1.3,11.4,24.4,19.0,104,130,0.8,106,211,0.502,82,233,0.352,1.3,2.0,29.3,Fr,5-Jun,2.0,3.69748,124.886,2.7,2019,65631,all,95.2,1.52127942,66.0,99.0,40.0,112.0,0.6667,0.3571,5.0,6.0,0.8333,7.0,98.1201,92.0853,3.69208,202.343,6.65559,4.90054,1.75505,7.04842,28.5714,4.71988,2.32854,0.3429,3.2,3.5429,4.0857,1.0857,0.3143,16.0571,Combo G,12.289
147,2019,Grant Williams,PF,5.4,9.0,10.5,77.75,79.5,104.5,240.2,81.75,10.83,3.27,3.33,26.0,31.5,20.0,Grant Williams,Louisville,ACC,4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Jr,11-May,4.0,-0.323066,-7.76167,0.0,2020,71615,all,,,3.0,5.0,1.0,3.0,0.6,0.3333,0.0,0.0,,,105.373,98.2485,0.100951,0.440906,1.37263,-0.0633001,1.43593,-3.20786,1.0,-2.50061,-0.707252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PF/C,0.0
148,2019,Dylan Windler,SF,4.6,8.25,9.5,78.25,79.5,104.5,195.8,82.0,10.7,2.94,3.3,29.0,37.5,8.0,Dylan Windler,Belmont,OVC,32,83.7,126.6,24.7,64.9,68.03,6.8,27.2,13.4,13.6,115,135,0.852,142,215,0.66,97,228,0.425,1.7,2.4,30.5,Sr,8-Jun,3,5.25538,132.684,2.5,2019,40475,all,,1.21741839,113.0,152.0,24.0,57.0,0.7434,0.4211,28.0,28.0,1.0,26.0,94.7661,95.1894,3.9822,266.556,8.87444,6.81153,2.06292,10.4638,33.1818,8.79956,1.66421,1.9394,8.8788,10.8182,2.5455,1.4242,0.5758,21.2727,Stretch 4,11.3957
149,2018,Grayson Allen,SG,5.55,8.25,10.0,75.0,76.5,97.0,198.0,79.25,10.31,3.04,3.15,32.5,40.5,,Grayson Allen,Duke,ACC,37,88.3,121.1,20.3,53.6,57.97,1.8,8.0,21.2,16.7,108,127,0.85,79,157,0.503,102,276,0.37,0.2,2.8,29.3,Sr,5-Jun,3,4.98605,128.12,2.4,2018,37731,all,95.0,2.17722839,38.0,64.0,41.0,93.0,0.5938,0.4409,18.0,18.0,1.0,21.0,101.134,95.7998,4.12495,228.386,7.90584,6.21776,1.68808,7.30047,35.5676,4.64711,2.65336,0.5405,2.7838,3.3243,4.6486,1.7297,0.0541,15.4595,Scoring PG,11.8347
150,2018,Kostas Antetokounmpo,PF,5.0,9.25,9.5,81.0,82.5,110.0,194.8,86.25,12.48,3.48,3.21,29.5,35.0,0.0,Kostas Antetokounmpo,Dayton,A10,29,34.8,92.9,20.8,58.4,57.46,7.3,16.8,5.9,25.6,33,64,0.516,56,86,0.651,2,15,0.133,8.3,1.0,63.4,Fr,10-Jun,13,0.413901,95.4475,6.0,2018,44540,all,79.8,0.33335812,46.0,64.0,10.0,23.0,0.7188,0.4348,27.0,27.0,1.0,60.0,104.641,103.174,1.35938,87.2099,-1.41812,-3.80089,2.38277,-2.51489,15.1034,-3.52913,1.01424,0.8276,2.0345,2.8621,0.4483,0.2414,1.069,5.2069,C,2.04262
151,2018,Udoka Azubuike,C,7.95,9.5,10.0,82.0,84.25,112.5,273.8,91.0,12.97,3.65,3.12,31.0,31.5,11.0,Udoka Azubuike,Kansas,B12,30,69.8,114.3,23.5,74.4,68.06,15.2,26.7,7.4,21.4,63,143,0.441,174,234,0.744,0,0,0.0,10.9,1.0,61.1,Sr,Jul-00,35.0,4.21132,128.814,3.4,2020,45190,all,93.6,0.38158753,137.0,161.0,37.0,73.0,0.8509,0.5068,103.0,111.0,0.9279,27.0,82.59,78.6158,4.72011,213.9,11.5045,3.96495,7.53955,10.9671,27.7419,6.20845,4.75866,3.4516,7.0,10.4516,0.9355,0.4839,2.5806,13.7419,C,0.0
152,2018,Mohamed Bamba,C,6.2,9.75,10.25,83.25,84.75,115.5,225.6,94.0,,,,,,,Mohamed Bamba,Texas,B12,30,64.3,115.1,21.5,56.7,59.26,12.2,28.2,3.6,14.1,81,119,0.681,132,219,0.603,14,51,0.275,12.9,1.5,44.1,Fr,11-Jun,4,3.71853,124.263,3.4,2018,51204,all,99.6,0.32609404,109.0,143.0,23.0,75.0,0.7622,0.3067,65.0,68.0,0.9559,6.0,88.9646,83.4794,4.6431,236.983,9.67551,1.54171,8.1338,9.8487,30.2,4.54705,5.30165,3.2,7.3333,10.5333,0.5,0.7667,3.6333,12.9,C,3.3465
153,2018,Jaylen Barford,PG-SG,11.65,8.0,8.25,73.25,74.25,96.5,207.6,75.5,11.39,3.21,3.31,27.0,33.0,7.0,Jaylen Barford,Arkansas,SEC,35,77.4,114.2,26.0,56.1,58.33,3.7,10.5,16.1,13.2,93,129,0.721,137,275,0.498,87,202,0.431,1.1,1.8,27.0,Sr,3-Jun,0,4.45189,128.895,3.2,2018,44860,all,,1.32837075,87.0,133.0,50.0,143.0,0.6541,0.3497,3.0,3.0,1.0,,107.526,101.499,3.00205,186.035,5.35154,5.80498,-0.453438,6.44867,31.2857,6.31041,0.138254,1.0,2.9143,3.9143,2.5429,1.0,0.2857,17.9429,Combo G,10.3037
154,2018,Keita Bates-Diop,SG-SF,5.35,9.0,8.5,79.25,80.5,106.5,223.8,87.25,11.2,3.28,3.17,30.5,35.0,11.0,Keita Bates-Diop,Ohio St.,B10,34,81.8,114.5,27.5,54.4,57.73,5.7,24.5,10.5,11.8,112,141,0.794,181,331,0.547,66,184,0.359,5.9,1.6,27.4,Jr,7-Jun,33,5.00365,131.508,2.0,2018,33637,all,94.4,0.90326292,92.0,137.0,89.0,194.0,0.6715,0.4588,17.0,18.0,0.9444,48.0,93.7832,88.7301,4.62406,254.42,8.21587,4.15602,4.05985,10.297,33.0882,7.46267,2.83435,1.5294,7.1765,8.7059,1.6471,0.9118,1.6471,19.7647,PF/C,9.61523
155,2018,Tyus Battle,SG,4.0,8.5,9.25,77.0,78.75,102.0,200.2,81.0,11.04,2.87,3.07,32.0,37.5,9.0,Tyus Battle,Syracuse,ACC,32,85.1,108.0,24.3,47.9,53.07,2.0,8.1,16.0,12.0,132,173,0.763,146,305,0.479,42,131,0.321,1.0,1.9,39.7,Jr,6-Jun,25,4.1109,120.211,2.4,2019,47779,all,93.4,1.40354813,74.0,113.0,72.0,192.0,0.6549,0.375,13.0,14.0,0.9286,,103.008,98.34,3.90578,180.469,2.6876,3.04267,-0.355078,3.62757,36.3125,2.72522,0.902352,0.6562,2.625,3.2812,2.5,1.1562,0.25,17.1875,Wing G,6.66856
156,2018,Miles Bridges,SF,5.9,9.0,9.75,77.25,78.75,103.5,220.4,81.5,,,,,,,Miles Bridges,Michigan St.,B10,34,75.9,116.2,25.0,53.6,57.26,5.2,18.1,16.6,14.7,93,110,0.845,138,262,0.527,71,194,0.366,2.5,1.2,24.1,So,7-Jun,22,4.41314,128.123,2.0,2018,44723,all,97.8,1.34329644,84.0,128.0,54.0,137.0,0.6563,0.3942,30.0,35.0,0.8571,12.0,94.6045,90.6491,4.20958,212.43,7.37899,4.75891,2.62008,7.61598,31.3824,5.75657,1.85941,1.2647,5.7059,6.9706,2.6471,0.6176,0.7647,17.1176,Wing F,10.6639
157,2018,Bruce Brown,SG-PG,3.75,8.5,8.5,75.5,77.0,98.5,194.6,81.0,11.11,3.44,3.2,32.5,38.0,17.0,Bruce Brown,Miami FL,ACC,33,79.5,111.5,21.5,51.5,55.94,5.6,15.3,20.7,18.2,90,121,0.744,101,197,0.513,33,95,0.347,1.9,2.9,41.4,Fr,5-Jun,11,3.47905,118.473,3.1,2017,46262,all,94.6,1.58208156,90.0,144.0,11.0,53.0,0.625,0.2075,18.0,23.0,0.7826,42.0,96.8412,90.4539,4.24455,203.422,8.428,4.16616,4.26184,7.66906,31.9091,3.79755,3.87151,1.4545,4.1818,5.6364,3.2121,1.4848,0.5455,11.8485,Wing G,5.53894
158,2018,Troy Brown,SF,7.05,9.0,9.75,77.75,78.75,105.0,208.0,82.25,11.51,3.29,3.33,26.0,33.0,5.0,Troy Brown,Oregon,P12,35,74.7,103.7,21.7,49.4,53.24,5.9,18.1,18.7,21.0,78,105,0.743,111,212,0.524,32,110,0.291,0.8,2.9,32.6,Fr,7-Jun,0,2.08831,107.03,2.9,2018,51598,all,97.6,1.29070863,85.0,135.0,26.0,77.0,0.6296,0.3377,13.0,17.0,0.7647,15.0,100.915,97.6365,3.39241,220.446,3.01073,0.839373,2.17135,2.78955,31.1714,1.0432,1.74635,1.5143,4.6857,6.2,3.1714,1.5714,0.2,11.3143,Wing G,5.82962
159,2018,Jalen Brunson,PG,6.7,8.25,9.25,73.0,74.25,96.0,198.4,76.0,10.59,3.11,3.15,29.0,37.0,7.0,Jalen Brunson,Villanova,BE,40,78.8,128.5,26.1,60.4,63.53,1.2,9.7,26.6,12.3,130,162,0.802,184,307,0.599,86,211,0.408,0.1,1.7,31.3,Jr,2-Jun,1,6.41346,146.114,2.5,2018,40885,all,95.8,2.59154928,101.0,142.0,83.0,163.0,0.7113,0.5092,6.0,6.0,1.0,33.0,103.211,96.5942,3.5916,206.633,8.37985,8.13628,0.243567,9.46785,31.8,7.833,1.63484,0.3,2.75,3.05,4.6,0.925,0.025,18.9,Scoring PG,9.49512
160,2018,Tony Carr,PG,6.5,8.5,9.75,75.0,76.5,100.0,198.8,80.25,11.89,3.4,3.17,25.0,31.5,0.0,Tony Carr,Penn St.,B10,37,83.3,112.0,29.5,48.2,52.73,3.0,13.4,29.3,12.9,147,184,0.799,157,397,0.395,88,203,0.433,0.9,1.4,30.7,So,5-Jun,10,5.20015,130.126,2.1,2018,49590,all,90.0,2.18822084,62.0,139.0,95.0,256.0,0.446,0.3711,3.0,3.0,1.0,51.0,101.27,96.0237,4.07259,209.77,6.19195,5.52416,0.66778,7.54649,35.3514,6.77033,0.776158,0.8919,4.0541,4.9459,5.027,0.8108,0.2973,19.5946,Scoring PG,9.10677
161,2018,Jevon Carter,PG,4.15,9.25,8.5,72.25,73.5,95.0,196.2,76.25,11.04,3.05,3.18,29.0,36.5,14.0,Jevon Carter,West Virginia,B12,37,88.3,117.3,25.1,49.8,54.92,2.3,12.9,35.2,16.8,133,155,0.858,138,313,0.441,77,196,0.393,1.2,4.8,30.5,Sr,2-Jun,2,5.45024,131.926,3.4,2018,33739,all,40.4,2.51023176,68.0,145.0,70.0,167.0,0.469,0.4192,2.0,2.0,1.0,32.0,94.3123,89.7224,4.86782,299.61,11.3317,7.78875,3.54295,11.1353,35.4324,6.54098,4.59429,0.7838,3.8649,4.6486,6.6486,3.027,0.3514,17.2973,Pure PG,8.43226
162,2018,Wendell Carter Jr.,C-PF,7.85,8.5,9.0,80.75,82.0,109.0,251.4,88.5,,,,,,,Wendell Carter Jr.,Duke,ACC,37,66.6,121.5,23.4,59.1,62.81,12.8,23.1,13.0,18.2,124,168,0.738,160,273,0.586,19,46,0.413,7.6,1.7,52.7,Fr,10-Jun,34,4.25694,133.468,4.2,2018,51785,all,98.8,0.98667985,120.0,175.0,40.0,97.0,0.6857,0.4124,56.0,58.0,0.9655,7.0,92.0353,87.1812,3.90976,243.593,11.6474,5.02887,6.6185,10.366,26.8378,5.9064,4.45957,2.9459,6.1081,9.0541,2.0,0.8108,2.0541,13.5405,PF/C,2.61512
163,2018,Donte DiVincenzo,SG,5.0,8.25,9.0,75.5,76.5,97.5,200.6,78.0,10.72,3.12,3.11,34.5,42.0,12.0,Donte DiVincenzo,Villanova,BE,40,72.5,119.5,22.8,59.0,60.77,4.9,13.8,20.0,17.0,76,107,0.71,103,179,0.575,85,212,0.401,0.7,2.1,27.4,So,5-Jun,10,4.33319,130.504,2.8,2018,40884,all,75.4,1.7594936,72.0,111.0,31.0,67.0,0.6486,0.4627,10.0,10.0,1.0,17.0,100.427,93.9887,3.56864,215.984,8.81159,6.56506,2.24653,8.09702,29.275,5.81862,2.2784,1.15,3.6,4.75,3.475,1.05,0.2,13.425,Wing G,10.3691
164,2018,Trevon Duval,PG,5.2,8.75,10.0,73.5,74.5,97.5,191.0,80.25,10.93,3.09,3.18,34.0,41.5,6.0,Trevon Duval,Duke,ACC,37,73.8,102.9,22.4,47.3,48.93,2.1,4.9,30.3,23.4,53,89,0.596,117,239,0.49,31,107,0.29,0.5,2.8,25.7,Fr,3-Jun,1,2.47214,111.573,3.2,2018,50910,all,99.0,2.02938201,87.0,167.0,30.0,72.0,0.521,0.4167,12.0,15.0,0.8,,102.317,96.9205,3.33307,180.636,2.00174,1.50131,0.500434,2.02397,29.7297,0.725481,1.29849,0.5405,1.4324,1.973,5.5946,1.4595,0.1351,10.2703,Pure PG,5.48954
